0,11,7,3,7,0,48,25,"Orc",1
0,8,4,1,5,0,40,15,"Giant Rat",1
0,30,19,11,40,0,43,40,"Goblin",4
0,16,11,4,12,0,43,25,"Spirit",2
0,15,10,5,14,0,48,30,"Guard",2
0,25,15,9,28,0,60,100,"Warden",3
0,17,9,4,10,0,40,25,"Acolyte",2
0,25,15,10,38,0,50,15,"Captain",3
0,22,14,8,25,0,46,25,"Geist",3
0,32,20,15,52,0,70,200,"Darkbeard",3
0,31,18,12,45,0,48,45,"Head Acolyte",4
0,18,12,5,13,0,50,30,"Pirate",2
0,25,15,9,28,0,50,35,"Swashbuckler",3
0,12,6,3,7,0,50,25,"Deck Hand",1
0,10,5,2,5,0,10,100,"Gold Varmint",1
0,10,5,2,5,0,10,200,"Gold Varmint",1
0,10,5,2,5,0,10,300,"Gold Varmint",1
0,20,12,6,20,0,40,25,"Skeleton",3
0,16,11,4,12,0,46,20,"Slime",2
0,32,20,13,43,0,50,65,"Rogue",4
0,23,13,7,23,0,43,50,"Bandit",3
0,33,20,11,42,0,46,35,"Giant Wasp",4
0,26,16,8,25,0,48,25,"Wolf",3
0,27,17,9,38,0,40,35,"Reptilslave",4
0,43,25,25,135,0,50,70,"Troll",6
0,37,22,19,80,0,50,55,"Dark Orc",5
0,39,24,16,76,0,48,85,"Gladiator",5
0,39,23,15,73,0,43,70,"Fanatic",5
0,34,20,14,70,0,40,55,"Alchemist",5
0,14,8,3,9,0,35,100,"Librarian",1
0,34,21,18,70,0,46,55,"Mage",5
0,46,28,24,130,0,48,50,"Greater Wolf",6
0,40,24,19,120,0,40,50,"Acid Slime",6
0,45,27,23,130,0,46,65,"Reptilman",6
0,41,25,21,120,0,43,55,"Undead",6
0,47,28,26,200,0,40,65,"Lower Force",7
0,53,32,32,210,0,48,70,"Great Spider",7
0,50,30,34,230,0,50,80,"Fierce Orc",7
0,50,30,30,220,0,46,75,"Dragon Cub",7
0,52,31,28,210,0,43,85,"Dark Goblin",7
0,59,36,42,355,0,48,80,"Skeleton Lord",8
0,55,32,43,380,0,50,80,"Minor Golem",8
0,58,35,39,345,0,43,100,"Veteran",8
0,56,33,41,365,0,46,90,"Minor Giant",8
0,54,33,36,330,0,40,85,"Weak Force",8
0,62,38,48,530,0,43,95,"Greater Force",9
0,66,38,54,560,0,50,115,"Troll Warrior",9
0,63,40,50,545,0,46,110,"Reptilscout",9
0,65,39,52,580,0,48,105,"Small Dragon",9
0,60,37,45,515,0,40,100,"Altered One",9
0,71,42,57,775,0,40,115,"Lich",10
0,68,40,65,880,0,50,110,"Sand Golem",10
0,72,43,64,720,0,43,130,"Rogue Mage",10
0,69,42,62,850,0,48,125,"Giant",10
0,73,44,59,800,0,46,120,"Evil Spider",10
0,73,44,78,1100,0,50,125,"Clay Golem",11
0,76,45,73,1025,0,46,130,"Solid Force",11
0,76,46,70,950,0,43,140,"Distorted One",11
0,79,48,75,1050,0,48,135,"Undead Wolf",11
0,77,47,68,900,0,40,150,"Weak Ervolt",11
0,86,52,90,1300,0,48,165,"Reptilwarrior",12
0,84,51,91,1375,0,50,155,"Dragon",12
0,80,49,81,1300,0,40,170,"Troll Shaman",12
0,83,50,84,1225,0,46,150,"Shaid",12
0,82,49,87,1150,0,43,175,"Archmage",12
0,87,52,106,1650,0,50,165,"Ice Golem",13
0,88,53,94,1380,0,40,170,"Grotesque",13
0,90,54,103,1600,0,48,195,"Giant Warrior",13
0,91,56,98,1450,0,43,185,"Ervolt",13
0,93,56,100,1500,0,46,180,"Wyrm",13
0,94,56,121,1980,0,50,190,"Granite Golem",14
0,99,60,118,1830,0,46,190,"Blood Wolf",14
0,96,58,110,1700,0,40,215,"Strong Ervolt",14
0,97,59,113,1775,0,43,200,"Terror Shaid",14
0,98,59,116,1925,0,48,210,"Dark Wyrm",14
0,100,60,135,2300,0,48,205,"Iron Golem",15
0,102,63,130,2200,0,43,210,"Force Being",15
0,106,64,138,2400,0,50,245,"Great Dragon",15
0,105,63,132,2350,0,46,230,"Lesser Diety",15
0,103,62,125,2100,0,40,230,"Vile Shaid",15
0,9,5,2,5,0,43,15,"Green Ooze",1
0,10,8,2,6,0,46,15,"Giant Spider",1
0,65,40,52,600,0,75,250,"Goblin King",9
0,79,48,78,1000,0,100,300,"Nina",11
0,84,52,89,1500,0,100,500,"Nina",14
0,58,36,43,480,0,50,200,"Stiletto",8
0,45,22,20,210,0,50,150,"Necromancer",6
0,40,5,2,5,0,10,400,"Gold Varmint",1
0,40,5,2,5,0,10,500,"Gold Varmint",1
0,40,5,2,5,0,10,600,"Gold Varmint",1
0,40,5,2,5,0,10,700,"Gold Varmint",1
0,120,80,160,3000,0,60,0,"Greyor",15
0,40,5,2,5,0,10,800,"Gold Varmint",1
0,40,5,2,5,0,10,900,"Gold Varmint",1
0,40,5,2,5,0,10,1000,"Gold Varmint",1
0,40,5,2,5,0,10,1100,"Gold Varmint",1
0,40,5,2,5,0,10,1200,"Gold Varmint",1
0,40,5,2,5,0,10,1300,"Gold Varmint",1
0,40,5,2,5,0,10,1400,"Gold Varmint",1
0,40,5,2,5,0,10,1500,"Gold Varmint",1
